date,SP500_Daily_P/E
2021-03-11,31.304013488702576
2021-03-12,31.346168323115766
2021-03-15,31.53310004464943
2021-03-16,31.49332739279375
2021-03-17,31.6007163887357
2021-03-18,31.140939686419095
2021-03-19,31.083313555980375
2021-03-22,31.331516869139243
2021-03-23,31.084909412044325
2021-03-24,30.926896458635717
2021-03-25,31.100875707042853
2021-03-26,31.60206216719351
2021-03-29,31.586103606553937
2021-03-30,31.50230182729881
2021-03-31,31.629993515492234
2021-04-01,26.3364
2021-04-05,26.714405733933244
2021-04-06,26.698628683165012
2021-04-07,26.729526557929717
2021-04-08,26.856407685692286
2021-04-09,27.051655325546783
2021-04-12,27.061519964235494
2021-04-13,27.141719795331408
2021-04-14,27.049026171037283
2021-04-15,27.339598713406637
2021-04-16,27.430982007868483
2021-04-19,27.296213416577423
2021-04-20,27.09636157076445
2021-04-21,27.352750857087848
2021-04-22,27.102936580749436
2021-04-23,27.396794504400045
2021-04-26,27.453994542815927
2021-04-27,27.44807363589147
2021-04-28,27.440188296074197
2021-04-29,27.61505255549075
2021-04-30,27.433613286089212
2021-05-03,26.4809
2021-05-04,26.31753029742317
2021-05-05,26.325759535314965
2021-05-06,26.535992732821242
2021-05-07,26.729116970415266
2021-05-10,26.464437433121248
2021-05-11,26.228246236895867
2021-05-12,25.67102066770181
2021-05-13,25.97939310118496
2021-05-14,26.37831578914396
2021-05-17,26.31119932768041
2021-05-18,26.0845096999381
2021-05-19,26.016122953430845
2021-05-20,26.296000909202636
2021-05-21,26.27447356652967
2021-05-24,26.54232574811158
2021-05-25,26.483432387897103
2021-05-26,26.535992732821242
2021-05-27,26.549922911802895
2021-05-28,26.59741029874253
2021-06-01,27.0692
2021-06-02,27.111769321200132
2021-06-03,27.011151115060464
2021-06-04,27.25818444905579
2021-06-07,27.231744795766094
2021-06-08,27.237545725292335
2021-06-09,27.196912130934827
2021-06-10,27.32333238819643
2021-06-11,27.36848337307582
2021-06-14,27.429759858531206
2021-06-15,27.3794538809622
2021-06-16,27.22657730107317
2021-06-17,27.217555022032712
2021-06-18,26.850377436427024
2021-06-21,27.23476194589325
2021-06-22,27.38036652720232
2021-06-23,27.347363322185725
2021-06-24,27.509141328416746
2021-06-25,27.606856986126072
2021-06-28,27.662511737435697
2021-06-29,27.677395372351633
2021-06-30,27.700694939148494
2021-07-01,25.0628
2021-07-02,25.254373464187008
2021-07-06,25.20836808481511
2021-07-07,25.29745968243405
2021-07-08,25.09133353446332
